Row ID,Order ID,Order Date,Ship Mode,Customer Name,Segment,Country,State,Region,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit
4195,CA-2018-154200,2021-06-17,Standard Class,Bruce Geld,Consumer,United States,California,West,OFF-AR-10001044,Office Supplies,Art,51.98,2,0,15.0742
4196,CA-2019-124233,2022-04-07,Standard Class,Clytie Kelty,Consumer,United States,California,West,FUR-FU-10002597,Furniture,Furnishings,24.7,5,0,10.374
4197,US-2018-134271,2021-04-17,Second Class,Roland Fjeld,Consumer,United States,New York,East,OFF-LA-10004093,Office Supplies,Labels,21.93,3,0,10.3071
4198,US-2019-161683,2022-12-02,Standard Class,Caroline Jumper,Consumer,United States,Pennsylvania,East,OFF-AP-10000179,Office Supplies,Appliances,394.816,4,0.2,93.7688
4199,US-2019-161683,2022-12-02,Standard Class,Caroline Jumper,Consumer,United States,Pennsylvania,East,OFF-BI-10001072,Office Supplies,Binders,18.192,4,0.7,-14.5536
4200,CA-2018-143105,2021-12-09,Same Day,Matt Abelman,Home Office,United States,New York,East,OFF-LA-10004093,Office Supplies,Labels,7.31,1,0,3.4357
4201,CA-2018-143105,2021-12-09,Same Day,Matt Abelman,Home Office,United States,New York,East,TEC-CO-10002095,Technology,Copiers,799.984,2,0.2,249.995
4202,CA-2018-143105,2021-12-09,Same Day,Matt Abelman,Home Office,United States,New York,East,OFF-PA-10002713,Office Supplies,Paper,41.28,6,0,18.9888
4203,CA-2018-143105,2021-12-09,Same Day,Matt Abelman,Home Office,United States,New York,East,OFF-PA-10002254,Office Supplies,Paper,184.66,7,0,84.9436
4204,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,OFF-AR-10001683,Office Supplies,Art,49.25,5,0,18.715
4205,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,OFF-PA-10002195,Office Supplies,Paper,10.16,2,0,4.7752
4206,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,FUR-FU-10002364,Furniture,Furnishings,14.76,2,0,4.2804
4207,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,OFF-BI-10004001,Office Supplies,Binders,34.08,2,0,15.6768
4208,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,FUR-FU-10000023,Furniture,Furnishings,17.67,3,0,7.7748
4209,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,FUR-CH-10002320,Furniture,Chairs,1604.9,5,0,481.47
4210,CA-2017-145387,2020-10-30,Second Class,Anne McFarland,Consumer,United States,Rhode Island,East,FUR-TA-10003238,Furniture,Tables,385.686,1,0.3,-60.6078
4211,CA-2020-109715,2023-12-09,Standard Class,Angele Hood,Consumer,United States,Illinois,Central,OFF-PA-10004965,Office Supplies,Paper,15.984,2,0.2,4.995
4212,CA-2017-166457,2020-05-04,Second Class,Peter Fuller,Consumer,United States,Kentucky,South,OFF-PA-10003016,Office Supplies,Paper,9.42,3,0,4.239
4213,CA-2017-166457,2020-05-04,Second Class,Peter Fuller,Consumer,United States,Kentucky,South,OFF-AR-10003651,Office Supplies,Art,6.56,2,0,1.9024
4214,CA-2017-166457,2020-05-04,Second Class,Peter Fuller,Consumer,United States,Kentucky,South,OFF-PA-10001363,Office Supplies,Paper,24.56,2,0,11.5432
4215,CA-2019-164637,2022-03-03,Standard Class,Rick Duston,Consumer,United States,Indiana,Central,OFF-BI-10003876,Office Supplies,Binders,128.4,3,0,64.2
4216,CA-2017-103590,2020-11-29,Standard Class,Jeremy Lonsdale,Consumer,United States,New York,East,OFF-EN-10004007,Office Supplies,Envelopes,62.28,4,0,29.2716
4217,CA-2018-111234,2021-02-17,Standard Class,Ann Blume,Corporate,United States,California,West,OFF-LA-10002271,Office Supplies,Labels,9.24,3,0,4.4352
4218,CA-2020-149881,2023-04-01,First Class,Nick Crebassa,Corporate,United States,California,West,FUR-BO-10003894,Furniture,Bookcases,482.664,8,0.15,85.176
4219,CA-2020-149881,2023-04-01,First Class,Nick Crebassa,Corporate,United States,California,West,TEC-MA-10000418,Technology,Machines,4799.984,2,0.2,359.9988
4220,CA-2020-134565,2023-06-11,Second Class,Tom Boeckenhauer,Consumer,United States,Washington,West,OFF-PA-10004243,Office Supplies,Paper,37.94,2,0,18.2112
4221,CA-2020-134565,2023-06-11,Second Class,Tom Boeckenhauer,Consumer,United States,Washington,West,OFF-BI-10001759,Office Supplies,Binders,18.288,6,0.2,6.6294
4222,CA-2020-134565,2023-06-11,Second Class,Tom Boeckenhauer,Consumer,United States,Washington,West,TEC-MA-10001570,Technology,Machines,385.8,5,0.2,130.2075
4223,CA-2020-134565,2023-06-11,Second Class,Tom Boeckenhauer,Consumer,United States,Washington,West,OFF-ST-10004804,Office Supplies,Storage,102.96,2,0,1.0296
4224,CA-2020-134565,2023-06-11,Second Class,Tom Boeckenhauer,Consumer,United States,Washington,West,FUR-BO-10001519,Furniture,Bookcases,174.42,3,0,41.8608
4225,CA-2019-108644,2022-09-29,First Class,Sarah Jordon,Consumer,United States,Illinois,Central,OFF-BI-10000343,Office Supplies,Binders,1.964,2,0.8,-3.2406
4226,US-2017-102631,2020-12-12,Standard Class,Ellis Ballard,Corporate,United States,Illinois,Central,FUR-FU-10003930,Furniture,Furnishings,94.428,3,0.6,-42.4926
4227,CA-2020-120327,2023-11-11,Standard Class,William Brown,Consumer,United States,Iowa,Central,OFF-FA-10004854,Office Supplies,Fasteners,45.92,4,0,21.5824
4228,CA-2018-154970,2021-01-04,Standard Class,Steven Roelle,Home Office,United States,Washington,West,FUR-CH-10003396,Furniture,Chairs,61.584,1,0.2,-6.9282
4229,CA-2019-113803,2022-03-23,First Class,Vivek Grady,Corporate,United States,Indiana,Central,OFF-PA-10001994,Office Supplies,Paper,22.48,1,0,10.3408
4230,CA-2020-100223,2023-07-05,Standard Class,Linda Southworth,Corporate,United States,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,332.028,9,0.6,-348.6294
4231,CA-2020-100223,2023-07-05,Standard Class,Linda Southworth,Corporate,United States,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,11.394,9,0.8,-17.6607
4232,CA-2020-100223,2023-07-05,Standard Class,Linda Southworth,Corporate,United States,Texas,Central,OFF-PA-10000232,Office Supplies,Paper,15.552,3,0.2,5.6376
4233,CA-2020-100223,2023-07-05,Standard Class,Linda Southworth,Corporate,United States,Texas,Central,OFF-PA-10002195,Office Supplies,Paper,31.104,6,0.2,11.2752
4234,CA-2020-100223,2023-07-05,Standard Class,Linda Southworth,Corporate,United States,Texas,Central,OFF-BI-10004492,Office Supplies,Binders,6.316,1,0.8,-10.4214
4235,CA-2017-168823,2020-09-20,First Class,Matt Abelman,Home Office,United States,Pennsylvania,East,OFF-PA-10004000,Office Supplies,Paper,11.352,3,0.2,4.1151
4236,CA-2017-168823,2020-09-20,First Class,Matt Abelman,Home Office,United States,Pennsylvania,East,OFF-LA-10004425,Office Supplies,Labels,20.808,9,0.2,7.0227
4237,CA-2019-162404,2022-07-22,Standard Class,Neil Französisch,Home Office,United States,Illinois,Central,OFF-BI-10000948,Office Supplies,Binders,11.416,4,0.8,-18.8364
4238,CA-2020-104024,2023-08-29,Second Class,Michael Dominguez,Corporate,United States,Pennsylvania,East,OFF-AR-10001972,Office Supplies,Art,9.408,7,0.2,0.7056
4239,CA-2020-147144,2023-03-26,First Class,Maria Zettner,Home Office,United States,Washington,West,OFF-AR-10004587,Office Supplies,Art,19.83,1,0,5.949
4240,CA-2020-158673,2023-12-29,Standard Class,Ken Brennan,Corporate,United States,Michigan,Central,OFF-PA-10000994,Office Supplies,Paper,209.7,2,0,100.656
4241,CA-2017-133704,2020-09-19,Standard Class,Michelle Arnett,Home Office,United States,California,West,OFF-AP-10001366,Office Supplies,Appliances,43.92,4,0,11.8584
4242,CA-2017-133704,2020-09-19,Standard Class,Michelle Arnett,Home Office,United States,California,West,OFF-BI-10001636,Office Supplies,Binders,20.232,3,0.2,6.5754
4243,CA-2019-159142,2022-04-03,First Class,Maria Etezadi,Home Office,United States,Virginia,South,TEC-PH-10001448,Technology,Phones,149.97,3,0,5.9988
4244,CA-2019-159142,2022-04-03,First Class,Maria Etezadi,Home Office,United States,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,27.81,3,0,13.0707
4245,CA-2017-138436,2020-03-25,Standard Class,Jonathan Doherty,Corporate,United States,California,West,TEC-AC-10002323,Technology,Accessories,66.3,3,0,8.619
4246,CA-2020-117702,2023-11-28,Standard Class,Lindsay Shagiari,Home Office,United States,Maryland,East,OFF-AR-10004582,Office Supplies,Art,1.64,1,0,0.738
4247,CA-2020-117702,2023-11-28,Standard Class,Lindsay Shagiari,Home Office,United States,Maryland,East,FUR-FU-10000576,Furniture,Furnishings,1049.2,5,0,272.792
4248,CA-2020-117702,2023-11-28,Standard Class,Lindsay Shagiari,Home Office,United States,Maryland,East,FUR-FU-10004270,Furniture,Furnishings,20.9,5,0,7.524
4249,CA-2019-157336,2022-11-30,Second Class,Shirley Jackson,Consumer,United States,Connecticut,East,OFF-BI-10004236,Office Supplies,Binders,88.08,6,0,40.5168
4250,CA-2019-157336,2022-11-30,Second Class,Shirley Jackson,Consumer,United States,Connecticut,East,FUR-CH-10004997,Furniture,Chairs,751.92,4,0,150.384
4251,CA-2017-168130,2020-09-18,Same Day,Bill Shonely,Corporate,United States,New York,East,FUR-CH-10000988,Furniture,Chairs,887.103,7,0.1,177.4206
4252,CA-2018-155068,2021-10-22,Same Day,Ralph Arnett,Consumer,United States,Florida,South,TEC-PH-10004897,Technology,Phones,55.944,7,0.2,-13.2867
4253,CA-2018-155068,2021-10-22,Same Day,Ralph Arnett,Consumer,United States,Florida,South,OFF-AR-10002656,Office Supplies,Art,10.688,2,0.2,2.2712
4254,CA-2018-155068,2021-10-22,Same Day,Ralph Arnett,Consumer,United States,Florida,South,TEC-PH-10004924,Technology,Phones,11.824,2,0.2,1.0346
4255,CA-2020-163160,2023-10-13,First Class,Troy Staebel,Consumer,United States,Illinois,Central,OFF-PA-10003127,Office Supplies,Paper,63.312,3,0.2,20.5764
4256,CA-2020-163160,2023-10-13,First Class,Troy Staebel,Consumer,United States,Illinois,Central,OFF-BI-10000778,Office Supplies,Binders,96.784,4,0.8,-145.176
4257,CA-2020-163160,2023-10-13,First Class,Troy Staebel,Consumer,United States,Illinois,Central,FUR-FU-10001424,Furniture,Furnishings,10.476,3,0.6,-6.8094
4258,CA-2018-101924,2021-09-03,Standard Class,Ken Black,Corporate,United States,Oregon,West,OFF-BI-10000962,Office Supplies,Binders,9.762,2,0.7,-6.8334
4259,CA-2019-124793,2022-03-13,First Class,Muhammed MacIntyre,Corporate,United States,Washington,West,FUR-CH-10002880,Furniture,Chairs,196.784,2,0.2,-22.1382
4260,CA-2020-118367,2023-10-28,Second Class,Lori Olson,Corporate,United States,New York,East,OFF-EN-10004386,Office Supplies,Envelopes,47.98,2,0,23.99
4261,CA-2020-164819,2023-10-15,Second Class,Ricardo Sperren,Corporate,United States,Connecticut,East,OFF-LA-10001045,Office Supplies,Labels,13.05,5,0,6.003
4262,CA-2020-158344,2023-08-07,Standard Class,Cindy Chapman,Consumer,United States,Minnesota,Central,TEC-AC-10002006,Technology,Accessories,63.96,4,0,19.8276
4263,CA-2020-123351,2023-09-21,Standard Class,Kean Thornton,Consumer,United States,Georgia,South,OFF-AP-10001242,Office Supplies,Appliances,80.48,1,0,24.144
4264,CA-2020-110429,2023-11-03,Standard Class,Darrin Martin,Consumer,United States,Pennsylvania,East,OFF-BI-10000216,Office Supplies,Binders,11.673,3,0.7,-7.782
4265,US-2019-131611,2022-11-04,Standard Class,Emily Phan,Consumer,United States,Texas,Central,FUR-TA-10002774,Furniture,Tables,863.128,8,0.3,-160.2952
4266,US-2019-131611,2022-11-04,Standard Class,Emily Phan,Consumer,United States,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,3.564,3,0.8,-6.237
4267,US-2019-131611,2022-11-04,Standard Class,Emily Phan,Consumer,United States,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,956.6648,7,0.32,-225.0976
4268,US-2019-131611,2022-11-04,Standard Class,Emily Phan,Consumer,United States,Texas,Central,OFF-BI-10001989,Office Supplies,Binders,12.588,3,0.8,-20.1408
4269,US-2019-131611,2022-11-04,Standard Class,Emily Phan,Consumer,United States,Texas,Central,TEC-AC-10004001,Technology,Accessories,171.96,5,0.2,45.1395
4270,US-2020-124821,2023-06-25,Second Class,Anne McFarland,Consumer,United States,Washington,West,FUR-TA-10000688,Furniture,Tables,871.4,4,0,148.138
4271,CA-2018-166975,2021-11-25,Standard Class,Stefanie Holloman,Corporate,United States,Tennessee,South,FUR-FU-10003930,Furniture,Furnishings,692.472,11,0.2,190.4298
4272,CA-2019-123806,2022-11-23,Second Class,Laura Armstrong,Corporate,United States,Maryland,East,FUR-FU-10000965,Furniture,Furnishings,207.76,4,0,85.1816
4273,US-2020-158505,2023-07-21,Same Day,Sarah Foster,Consumer,United States,Utah,West,TEC-PH-10004071,Technology,Phones,71.928,9,0.2,6.2937
4274,US-2020-158505,2023-07-21,Same Day,Sarah Foster,Consumer,United States,Utah,West,OFF-AR-10001044,Office Supplies,Art,25.99,1,0,7.5371
4275,CA-2018-142692,2021-10-22,Standard Class,Andrew Gjertsen,Corporate,United States,Washington,West,OFF-BI-10004140,Office Supplies,Binders,3.592,1,0.2,1.1225
4276,CA-2018-123456,2021-07-08,Standard Class,Kean Nguyen,Corporate,United States,Texas,Central,OFF-AP-10002684,Office Supplies,Appliances,48.632,2,0.8,-121.58
4277,CA-2020-151358,2023-08-18,Standard Class,Nicole Fjeld,Home Office,United States,Washington,West,OFF-ST-10000046,Office Supplies,Storage,323.1,2,0,61.389
4278,US-2019-107440,2022-04-15,Standard Class,Bill Shonely,Corporate,United States,New Jersey,East,TEC-MA-10001047,Technology,Machines,9099.93,7,0,2365.9818
4279,US-2019-107440,2022-04-15,Standard Class,Bill Shonely,Corporate,United States,New Jersey,East,FUR-FU-10000550,Furniture,Furnishings,9.96,2,0,3.2868
4280,US-2019-107440,2022-04-15,Standard Class,Bill Shonely,Corporate,United States,New Jersey,East,OFF-BI-10002432,Office Supplies,Binders,25.3,5,0,11.891
4281,CA-2017-166989,2020-11-13,Standard Class,Robert Marley,Home Office,United States,New York,East,OFF-PA-10004470,Office Supplies,Paper,11.36,2,0,5.2256
4282,CA-2017-166989,2020-11-13,Standard Class,Robert Marley,Home Office,United States,New York,East,FUR-CH-10001797,Furniture,Chairs,69.264,2,0.1,14.6224
4283,CA-2017-103100,2020-12-19,First Class,Adrian Barton,Consumer,United States,Indiana,Central,OFF-LA-10003720,Office Supplies,Labels,3.69,1,0,1.7343
4284,CA-2017-103100,2020-12-19,First Class,Adrian Barton,Consumer,United States,Indiana,Central,OFF-BI-10004600,Office Supplies,Binders,1103.97,3,0,496.7865
4285,CA-2018-105690,2021-11-20,Second Class,Carol Adams,Corporate,United States,Texas,Central,FUR-BO-10003965,Furniture,Bookcases,246.1328,2,0.32,-76.0116
4286,CA-2018-105690,2021-11-20,Second Class,Carol Adams,Corporate,United States,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,11.696,2,0.2,3.9474
4287,CA-2018-105690,2021-11-20,Second Class,Carol Adams,Corporate,United States,Texas,Central,TEC-CO-10001571,Technology,Copiers,439.992,1,0.2,164.997
4288,CA-2020-127516,2023-12-28,Standard Class,Erica Hernandez,Home Office,United States,Tennessee,South,OFF-ST-10000736,Office Supplies,Storage,64.784,1,0.2,-12.9568
4289,US-2018-117184,2021-05-16,Standard Class,Odella Nelson,Corporate,United States,Texas,Central,OFF-BI-10002082,Office Supplies,Binders,33.28,5,0.8,-49.92
4290,US-2018-117184,2021-05-16,Standard Class,Odella Nelson,Corporate,United States,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,14.088,3,0.2,4.9308
4291,CA-2020-102407,2023-12-09,Second Class,Alyssa Tate,Home Office,United States,California,West,OFF-AR-10000122,Office Supplies,Art,11.16,2,0,2.79
4292,CA-2020-102407,2023-12-09,Second Class,Alyssa Tate,Home Office,United States,California,West,FUR-TA-10003748,Furniture,Tables,896.328,9,0.2,22.4082
4293,CA-2020-102407,2023-12-09,Second Class,Alyssa Tate,Home Office,United States,California,West,OFF-AP-10001394,Office Supplies,Appliances,189,1,0,68.04
4294,CA-2020-130967,2023-03-10,Standard Class,Emily Burns,Consumer,United States,Pennsylvania,East,TEC-PH-10004896,Technology,Phones,53.982,3,0.4,-10.7964
4295,CA-2020-101581,2023-10-22,Standard Class,David Wiener,Corporate,United States,Oregon,West,FUR-TA-10002607,Furniture,Tables,177.225,5,0.5,-120.513
4296,CA-2020-169124,2023-07-03,Standard Class,Maria Bertelson,Consumer,United States,California,West,FUR-FU-10001215,Furniture,Furnishings,129.39,3,0,54.3438
4297,CA-2020-117261,2023-09-04,Standard Class,Tiffany House,Corporate,United States,California,West,OFF-ST-10000419,Office Supplies,Storage,54.32,4,0,0.5432
4298,CA-2020-129021,2023-08-23,Second Class,Patrick O'Brill,Consumer,United States,Florida,South,TEC-PH-10001459,Technology,Phones,4367.896,13,0.2,327.5922
4299,CA-2020-129021,2023-08-23,Second Class,Patrick O'Brill,Consumer,United States,Florida,South,OFF-PA-10000241,Office Supplies,Paper,49.568,2,0.2,15.49
4300,CA-2020-129021,2023-08-23,Second Class,Patrick O'Brill,Consumer,United States,Florida,South,OFF-AP-10003040,Office Supplies,Appliances,161.376,6,0.2,12.1032
4301,CA-2020-129021,2023-08-23,Second Class,Patrick O'Brill,Consumer,United States,Florida,South,FUR-FU-10001852,Furniture,Furnishings,2.784,2,0.2,0.4176
4302,CA-2020-129021,2023-08-23,Second Class,Patrick O'Brill,Consumer,United States,Florida,South,OFF-PA-10000141,Office Supplies,Paper,8.72,5,0.2,2.943
4303,CA-2017-123253,2020-08-21,Second Class,Deanra Eno,Home Office,United States,Ohio,East,OFF-AR-10002804,Office Supplies,Art,3.912,1,0.2,1.0269
4304,CA-2019-121601,2022-10-03,Same Day,Mary O'Rourke,Consumer,United States,Texas,Central,OFF-EN-10003862,Office Supplies,Envelopes,59.752,7,0.2,19.4194
4305,CA-2017-162278,2020-10-25,Second Class,Angele Hood,Consumer,United States,Washington,West,FUR-FU-10000448,Furniture,Furnishings,63.92,4,0,3.196
4306,CA-2017-162278,2020-10-25,Second Class,Angele Hood,Consumer,United States,Washington,West,TEC-PH-10000526,Technology,Phones,383.96,5,0.2,38.396
4307,CA-2019-161095,2022-06-27,Same Day,Chris Selesnick,Corporate,United States,California,West,OFF-BI-10002764,Office Supplies,Binders,7.752,3,0.2,2.8101
4308,CA-2019-161095,2022-06-27,Same Day,Chris Selesnick,Corporate,United States,California,West,OFF-BI-10001524,Office Supplies,Binders,33.568,2,0.2,11.7488
4309,CA-2017-125829,2020-11-03,Standard Class,William Brown,Consumer,United States,California,West,TEC-PH-10001079,Technology,Phones,666.344,7,0.2,66.6344
4310,CA-2017-125829,2020-11-03,Standard Class,William Brown,Consumer,United States,California,West,FUR-TA-10002041,Furniture,Tables,573.728,4,0.2,-64.5444
4311,CA-2017-125829,2020-11-03,Standard Class,William Brown,Consumer,United States,California,West,OFF-BI-10001036,Office Supplies,Binders,21.936,3,0.2,8.226
4312,CA-2017-125829,2020-11-03,Standard Class,William Brown,Consumer,United States,California,West,OFF-PA-10000223,Office Supplies,Paper,19.44,3,0,9.3312
4313,CA-2017-125829,2020-11-03,Standard Class,William Brown,Consumer,United States,California,West,TEC-MA-10003246,Technology,Machines,447.968,4,0.2,139.99
4314,CA-2017-123127,2020-09-07,Standard Class,Stefania Perrino,Corporate,United States,New York,East,OFF-AP-10001962,Office Supplies,Appliances,16.78,2,0,4.195
4315,CA-2018-115945,2021-06-24,Standard Class,Alan Barnes,Consumer,United States,California,West,OFF-AR-10004062,Office Supplies,Art,20.96,2,0,5.24
4316,CA-2018-115945,2021-06-24,Standard Class,Alan Barnes,Consumer,United States,California,West,OFF-BI-10004330,Office Supplies,Binders,88.752,3,0.2,27.735
4317,CA-2018-115945,2021-06-24,Standard Class,Alan Barnes,Consumer,United States,California,West,OFF-ST-10001963,Office Supplies,Storage,304.23,3,0,9.1269
4318,CA-2018-136735,2021-07-25,Standard Class,Helen Andreada,Consumer,United States,California,West,OFF-EN-10002230,Office Supplies,Envelopes,167.86,2,0,78.8942
4319,US-2020-136189,2023-12-07,Standard Class,Debra Catini,Consumer,United States,Virginia,South,FUR-FU-10000175,Furniture,Furnishings,82.38,6,0,25.5378
4320,CA-2017-152345,2020-12-28,Second Class,Shui Tom,Consumer,United States,New Mexico,West,TEC-PH-10004897,Technology,Phones,23.976,3,0.2,-5.6943
4321,CA-2017-152345,2020-12-28,Second Class,Shui Tom,Consumer,United States,New Mexico,West,OFF-ST-10003123,Office Supplies,Storage,33.29,1,0,7.9896
4322,US-2018-147662,2021-02-13,Standard Class,Karl Braun,Consumer,United States,Ohio,East,OFF-BI-10001658,Office Supplies,Binders,14.952,2,0.7,-11.9616
4323,US-2018-147662,2021-02-13,Standard Class,Karl Braun,Consumer,United States,Ohio,East,TEC-PH-10002834,Technology,Phones,323.982,3,0.4,-80.9955
4324,US-2018-147662,2021-02-13,Standard Class,Karl Braun,Consumer,United States,Ohio,East,OFF-BI-10002160,Office Supplies,Binders,2.286,2,0.7,-1.6764
4325,US-2018-147662,2021-02-13,Standard Class,Karl Braun,Consumer,United States,Ohio,East,OFF-AR-10004999,Office Supplies,Art,14.352,3,0.2,0.897
4326,US-2018-147662,2021-02-13,Standard Class,Karl Braun,Consumer,United States,Ohio,East,TEC-AC-10003280,Technology,Accessories,71.976,3,0.2,0.8997
4327,CA-2019-153346,2022-01-24,First Class,Todd Boyes,Corporate,United States,New Jersey,East,OFF-AR-10000315,Office Supplies,Art,9.21,3,0,2.3025
4328,CA-2019-153346,2022-01-24,First Class,Todd Boyes,Corporate,United States,New Jersey,East,OFF-PA-10000007,Office Supplies,Paper,18,5,0,8.28
4329,CA-2020-118360,2023-04-01,Standard Class,John Castell,Consumer,United States,New York,East,OFF-PA-10000791,Office Supplies,Paper,42.93,9,0,19.3185
4330,CA-2020-149853,2023-10-03,Standard Class,Patrick O'Brill,Consumer,United States,Florida,South,OFF-PA-10000556,Office Supplies,Paper,15.552,3,0.2,5.4432
4331,CA-2020-149853,2023-10-03,Standard Class,Patrick O'Brill,Consumer,United States,Florida,South,OFF-AP-10000804,Office Supplies,Appliances,17.92,5,0.2,1.12
4332,CA-2020-107909,2023-09-01,Standard Class,Sung Shariari,Consumer,United States,Washington,West,TEC-AC-10001998,Technology,Accessories,19.99,1,0,6.7966
4333,CA-2020-107909,2023-09-01,Standard Class,Sung Shariari,Consumer,United States,Washington,West,OFF-BI-10003476,Office Supplies,Binders,22.92,5,0.2,8.022
4334,CA-2018-112375,2021-12-20,Standard Class,Roger Demir,Consumer,United States,Florida,South,TEC-AC-10003237,Technology,Accessories,50.88,6,0.2,14.628
4335,CA-2018-112375,2021-12-20,Standard Class,Roger Demir,Consumer,United States,Florida,South,OFF-EN-10003798,Office Supplies,Envelopes,27.312,2,0.2,9.2178
4336,CA-2018-154795,2021-12-19,Standard Class,Gary Zandusky,Consumer,United States,Arizona,West,OFF-EN-10003068,Office Supplies,Envelopes,7.92,1,0.2,2.772
4337,CA-2018-154795,2021-12-19,Standard Class,Gary Zandusky,Consumer,United States,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,14.368,2,0.2,3.9512
4338,CA-2018-125234,2021-11-26,Standard Class,Steve Nguyen,Home Office,United States,California,West,TEC-AC-10000158,Technology,Accessories,107.97,3,0,22.6737
4339,CA-2018-125234,2021-11-26,Standard Class,Steve Nguyen,Home Office,United States,California,West,OFF-PA-10000482,Office Supplies,Paper,113.82,3,0,53.4954
4340,CA-2020-133501,2023-08-27,Standard Class,Dana Kaydos,Consumer,United States,Tennessee,South,OFF-PA-10004888,Office Supplies,Paper,5.184,1,0.2,1.8144
4341,US-2017-129609,2020-03-21,Same Day,Vivian Mathis,Consumer,United States,Indiana,Central,OFF-AR-10003478,Office Supplies,Art,16.28,2,0,6.512
4342,CA-2020-130309,2023-12-17,Standard Class,Giulietta Baptist,Consumer,United States,Virginia,South,OFF-ST-10003208,Office Supplies,Storage,544.38,3,0,157.8702
4343,CA-2020-105410,2023-03-19,First Class,Natalie DeCherney,Consumer,United States,California,West,OFF-BI-10004970,Office Supplies,Binders,19.824,6,0.2,6.6906
4344,CA-2020-105410,2023-03-19,First Class,Natalie DeCherney,Consumer,United States,California,West,TEC-PH-10000038,Technology,Phones,657.504,6,0.2,-131.5008
4345,CA-2020-105410,2023-03-19,First Class,Natalie DeCherney,Consumer,United States,California,West,TEC-AC-10001552,Technology,Accessories,99.54,2,0,10.9494
4346,CA-2020-105410,2023-03-19,First Class,Natalie DeCherney,Consumer,United States,California,West,TEC-AC-10002926,Technology,Accessories,199.96,4,0,85.9828
4347,CA-2019-120355,2022-09-17,Standard Class,Magdelene Morse,Consumer,United States,New York,East,FUR-CH-10001394,Furniture,Chairs,631.782,2,0.1,140.396
4348,CA-2019-120355,2022-09-17,Standard Class,Magdelene Morse,Consumer,United States,New York,East,FUR-FU-10004053,Furniture,Furnishings,60.72,3,0,26.1096
4349,CA-2020-169894,2023-11-24,Second Class,Mark Van Huff,Consumer,United States,Arizona,West,OFF-BI-10004230,Office Supplies,Binders,20.724,2,0.7,-15.1976
4350,CA-2020-169894,2023-11-24,Second Class,Mark Van Huff,Consumer,United States,Arizona,West,OFF-ST-10000060,Office Supplies,Storage,415.872,8,0.2,-41.5872
4351,US-2020-100482,2023-04-11,Standard Class,Jack Lebron,Consumer,United States,Ohio,East,OFF-ST-10001325,Office Supplies,Storage,16.768,2,0.2,1.4672
4352,US-2020-100482,2023-04-11,Standard Class,Jack Lebron,Consumer,United States,Ohio,East,TEC-AC-10003441,Technology,Accessories,27.12,2,0.2,-4.746
4353,CA-2020-107748,2023-12-10,Second Class,Alex Grayson,Consumer,United States,California,West,TEC-PH-10003215,Technology,Phones,95.84,4,0.2,34.742
4354,CA-2020-107748,2023-12-10,Second Class,Alex Grayson,Consumer,United States,California,West,OFF-PA-10002005,Office Supplies,Paper,12.96,2,0,6.2208
4355,CA-2020-153654,2023-11-24,Second Class,Michael Dominguez,Corporate,United States,North Carolina,South,OFF-BI-10004465,Office Supplies,Binders,19.008,8,0.7,-12.672
4356,CA-2018-155600,2021-12-03,Second Class,Rose O'Brian,Consumer,United States,Tennessee,South,OFF-BI-10000545,Office Supplies,Binders,1598.058,7,0.7,-1065.372
4357,CA-2018-155600,2021-12-03,Second Class,Rose O'Brian,Consumer,United States,Tennessee,South,OFF-AR-10003752,Office Supplies,Art,36.96,4,0.2,12.012
4358,CA-2020-162565,2023-12-11,Same Day,Ralph Ritter,Consumer,United States,Illinois,Central,OFF-PA-10001937,Office Supplies,Paper,10.368,2,0.2,3.6288
4359,CA-2020-162565,2023-12-11,Same Day,Ralph Ritter,Consumer,United States,Illinois,Central,FUR-FU-10004306,Furniture,Furnishings,77.72,1,0.6,-66.062
4360,CA-2020-162565,2023-12-11,Same Day,Ralph Ritter,Consumer,United States,Illinois,Central,FUR-CH-10003973,Furniture,Chairs,520.464,2,0.3,-14.8704
4361,CA-2019-127642,2022-05-20,First Class,Christine Phan,Corporate,United States,Rhode Island,East,OFF-PA-10000565,Office Supplies,Paper,111.96,2,0,54.8604
4362,US-2020-163195,2023-02-16,Second Class,Lauren Leatherbury,Consumer,United States,Louisiana,South,TEC-PH-10003875,Technology,Phones,29.16,3,0,8.4564
